Number,Region,AreaName,EncounterRate
120,Hoenn,Lilycove City,15
120,Johto,Cherrygrove City,40
120,Johto,Cianwood City,40
120,Johto,Olivine City,40
120,Johto,Road 34,40
120,Johto,Road 40,40
120,Johto,Road 47,10
120,Johto,Union Cave (B2F),40
120,Kalos,Road 8,35
120,Kanto,Cinnabar Island,60
120,Kanto,Five Island,40
120,Kanto,Icefall Cave (waterfall),40
120,Kanto,One Island,40
120,Kanto,Pallet Town,60
120,Kanto,Road 18,100
120,Kanto,Road 19,100
120,Kanto,Road 20,25
120,Kanto,Road 21,100
120,Kanto,S.S. Anne,40
120,Kanto,S.S. Anne dock,20
120,Kanto,Seafoam Islands (1F),19
120,Kanto,Seafoam Islands (B1F),20
120,Kanto,Seafoam Islands (B2F),10
120,Kanto,Seafoam Islands (B3F),70
120,Kanto,Seafoam Islands (B4F),70
120,Kanto,Vermilion City,40
120,Sinnoh,Canalave City,15
120,Sinnoh,Sunyshore City,15
120,Unova,Humilau City,30
120,Unova,Road 13,90
120,Unova,Undella Town,90
121,Alola,Alola Route 7 Area,30
121,Alola,Hano Beach Area,15
121,Kalos,Road 8,5
121,Kanto,Road 18,100
121,Kanto,Road 19,100
121,Kanto,Road 21,100
121,Unova,Humilau City,5
121,Unova,Road 13,10
121,Unova,Undella Town,5
122,Alola,Hauoli City Shopping District,15
122,Johto,Safari Zone Forest,40
122,Kalos,Reflection Cave (unknown area 305),20
122,Kalos,Reflection Cave (unknown area 306),20
122,Kalos,Reflection Cave (unknown area 307),20
122,Kalos,Reflection Cave (unknown area 308),20
122,Kanto,Road 11,100
122,Kanto,Road 21,20
122,Sinnoh,Road 218,25
122,Sinnoh,Road 222,15
123,Alola,Poni Plains Center,30
123,Kalos,Road 21,25
123,Kanto,Road 14,100
123,Kanto,Road 15,100
123,Kanto,"Safari Zone (Area 1, east)",1
123,Kanto,"Safari Zone (Area 2, north)",4
123,Kanto,Safari Zone (middle),4
123,Sinnoh,"Road 210 (south, towards Solaceon Town)",15
123,Sinnoh,"Road 210 (west, towards Celestic Town)",15
123,Sinnoh,Road 215,15
123,Sinnoh,Road 229,5
124,Alola,Seaward Cave Area,15
124,Johto,Ice Path (1F),20
124,Johto,Ice Path (B1F),20
124,Johto,Ice Path (B2F),20
124,Johto,Ice Path (B3F),20
124,Kalos,Frost Cavern (unknown area 314),20
124,Kalos,Frost Cavern (unknown area 315),20
124,Kalos,Frost Cavern (unknown area 316),20
124,Kalos,Frost Cavern (unknown area 317),20
124,Kanto,Seafoam Islands (1F),100
124,Kanto,Seafoam Islands (B1F),100
124,Kanto,Seafoam Islands (B2F),100
124,Kanto,Seafoam Islands (B3F),100
124,Kanto,Seafoam Islands (B4F),100
124,Sinnoh,Snowpoint Temple (B1F),10
124,Sinnoh,Snowpoint Temple (B2F),10
124,Sinnoh,Snowpoint Temple (B3F),10
124,Sinnoh,Snowpoint Temple (B4F),10
124,Sinnoh,Snowpoint Temple (B5F),10
124,Unova,Giant Chasm,10
124,Unova,Giant Chasm (forest cave),10
125,Alola,Alola Route 12 Area,15
125,Alola,Blush Mountain Area,15
125,Alola,Mount Hokulani West,15
125,Kalos,Friend Safari (Electric),33
125,Kanto,Power Plant,100
125,Kanto,Road 10,20
125,Sinnoh,Road 222,40
126,Alola,Wela Volcano Park Area,15
126,Johto,Burned Tower (B1F),25
126,Johto,Mount Silver (1F),30
126,Johto,Safari Zone Peak,20
126,Kalos,Friend Safari (Fire),33
126,Kanto,Mount Ember,5
126,Kanto,Pokemon Mansion (1F),100
126,Kanto,Pokemon Mansion (2F),100
126,Kanto,Pokemon Mansion (3F),100
126,Kanto,Pokemon Mansion (B1F),100
126,Sinnoh,Fuego Ironworks,40
127,Alola,Exeggutor Island Area,55
127,Alola,Lush Jungle North,10
127,Alola,Lush Jungle South,4
127,Alola,Lush Jungle West,4
127,Alola,Poni Grove Area,10
127,Hoenn,Safari Zone (NW/mach bike area),5
127,Kalos,Friend Safari (Bug),33
127,Kalos,Road 12,10
127,Kanto,Road 14,100
127,Kanto,Road 15,100
127,Kanto,"Safari Zone (Area 1, east)",1
127,Kanto,"Safari Zone (Area 2, north)",1
127,Kanto,"Safari Zone (Area 3, west)",4
127,Kanto,Safari Zone (middle),4
127,Sinnoh,Road 229,40
127,Unova,Lostlorn Forest,10
127,Unova,Lostlorn Forest (Hidden Grotto),4
127,Unova,Road 12,30
128,Alola,Paniola Ranch Area,20
128,Alola,Poni Plains Center,25
128,Alola,Poni Plains East,25
128,Alola,Poni Plains North,25
128,Alola,Poni Plains West,25
128,Johto,Road 38,17
128,Johto,Road 39,15
128,Johto,Road 48,21
128,Johto,Safari Zone Savannah,60
128,Kalos,Road 12,45
128,Kanto,Road 14,100
128,Kanto,Road 15,100
128,Kanto,"Safari Zone (Area 1, east)",10
128,Kanto,"Safari Zone (Area 2, north)",1
128,Kanto,"Safari Zone (Area 3, west)",10
128,Sinnoh,Road 209,20
128,Sinnoh,"Road 210 (south, towards Solaceon Town)",20
129,Alola,Akala Outskirts Area,95
129,Alola,Alola Route 13 Area,79
129,Alola,Alola Route 14 Area,100
129,Alola,Alola Route 15 Main,100
129,Alola,Alola Route 7 Area,100
129,Alola,Alola Route 8 Main,100
129,Alola,Alola Route 9 Main,20
129,Alola,Ancient Poni Path Area,89
129,Alola,Brooklet Hill North,100
129,Alola,Brooklet Hill South,100
129,Alola,Brooklet Hill Totems Den,100
129,Alola,Hauoli City Beachfront,40
129,Alola,Kalae Bay Area,100
129,Alola,Malie Garden Area,70
129,Alola,Melemele Sea Area,98
129,Alola,Paniola Town Area,100
129,Alola,Poni Breaker Coast Area,100
129,Alola,Poni Gauntlet Area,100
129,Alola,Poni Meadow Area,100
129,Alola,Poni Wilds Area,100
129,Alola,Seafolk Village Main,100
129,Alola,Seaward Cave Area,100
129,Alola,Secluded Shore Area,79
129,Alola,Tapu Village Area,100
129,Alola,Vast Poni Canyon Northwest,100
129,Hoenn,Abandoned Ship,100
129,Hoenn,Dewford Town,100
129,Hoenn,Ever Grande City,100
129,Hoenn,Lilycove City,100
129,Hoenn,Meteor Falls,100
129,Hoenn,Meteor Falls (B1F),100
129,Hoenn,Meteor Falls (back),100
129,Hoenn,Meteor Falls (back/small room),100
129,Hoenn,Mossdeep City,100
129,Hoenn,Pacifidlog Town,100
129,Hoenn,Petalburg City,100
129,Hoenn,Road 102,100
129,Hoenn,Road 103,100
129,Hoenn,Road 104,100
129,Hoenn,Road 105,100
129,Hoenn,Road 106,100
129,Hoenn,Road 107,100
129,Hoenn,Road 108,100
129,Hoenn,Road 109,100
129,Hoenn,Road 110,100
129,Hoenn,Road 111,100
129,Hoenn,Road 114,100
129,Hoenn,Road 115,100
129,Hoenn,Road 117,100
129,Hoenn,Road 118,100
129,Hoenn,Road 119,100
129,Hoenn,Road 120,100
129,Hoenn,Road 121,100
129,Hoenn,Road 122,100
129,Hoenn,Road 123,100
129,Hoenn,Road 124,100
129,Hoenn,Road 125,100
129,Hoenn,Road 126,100
129,Hoenn,Road 127,100
129,Hoenn,Road 128,100
129,Hoenn,Road 129,100
129,Hoenn,Road 130,100
129,Hoenn,Road 131,100
129,Hoenn,Road 132,100
129,Hoenn,Road 133,100
129,Hoenn,Road 134,100
129,Hoenn,Safari Zone (NW/mach bike area),100
129,Hoenn,Safari Zone (SW),100
129,Hoenn,Safari Zone (expansion south),100
129,Hoenn,Seafloor Cavern,100
129,Hoenn,Shoal Cave,100
129,Hoenn,Slateport City,100
129,Hoenn,Sootopolis City,100
129,Hoenn,Victory Road (B2F),100
129,Johto,Blackthorn City,100
129,Johto,Cherrygrove City,100
129,Johto,Cianwood City,100
129,Johto,Dark Cave (Blackthorn City entrance),100
129,Johto,Dark Cave (Violet City entrance),100
129,Johto,Dragon's Den,100
129,Johto,Ecruteak City,100
129,Johto,Ilex Forest,100
129,Johto,Lake of Rage,100
129,Johto,Mount Mortar (1F),100
129,Johto,Mount Mortar (B1F),100
129,Johto,Mount Mortar (Upper Cave),100
129,Johto,Mount Silver (1F top),100
129,Johto,Mount Silver (1F),100
129,Johto,Mount Silver (2F),100
129,Johto,Mount Silver (4F),100
129,Johto,Mount Silver (outside),100
129,Johto,Mount Silver (top),100
129,Johto,New Bark Town,100
129,Johto,Olivine City,100
129,Johto,Road 30,100
129,Johto,Road 31,100
129,Johto,Road 32,100
129,Johto,Road 34,100
129,Johto,Road 35,100
129,Johto,Road 40,100
129,Johto,Road 41,100
129,Johto,Road 42,100
129,Johto,Road 43,100
129,Johto,Road 44,100
129,Johto,Road 45,100
129,Johto,Road 47,100
129,Johto,Road 47 (cave gate),100
129,Johto,Ruins of Alph (outside),100
129,Johto,Safari Zone Marshland,100
129,Johto,Safari Zone Meadow,100
129,Johto,Safari Zone Rocky Beach,100
129,Johto,Safari Zone Swamp,100
129,Johto,Safari Zone Wetland,60
129,Johto,Slowpoke Well (1F),100
129,Johto,Slowpoke Well (B1F),100
129,Johto,Tohjo Falls,100
129,Johto,Union Cave (1F),100
129,Johto,Union Cave (B1F),100
129,Johto,Union Cave (B2F),100
129,Johto,Unknown Area; all Poliwag,60
129,Johto,Unknown Area; all Rattata,100
129,Johto,Violet City,100
129,Johto,Whirl Islands (1F),100
129,Johto,Whirl Islands (B2F),100
129,Johto,Whirl Islands (B3F),100
129,Kalos,Parfum Palace,100
129,Kalos,Road 22,100
129,Kalos,Road 3,100
129,Kanto,Berry Forest,100
129,Kanto,Bond Bridge,100
129,Kanto,Cape Brink,100
129,Kanto,Celadon City,100
129,Kanto,Cerulean Cave (1F),100
129,Kanto,Cerulean Cave (2F),100
129,Kanto,Cerulean Cave (B1F),100
129,Kanto,Cerulean City,100
129,Kanto,Cinnabar Island,100
129,Kanto,Five Island,100
129,Kanto,Five Isle Meadow,100
129,Kanto,Four Island,100
129,Kanto,Fuchsia City,100
129,Kanto,Green Path,100
129,Kanto,Icefall Cave (entrance),100
129,Kanto,Icefall Cave (waterfall),100
129,Kanto,Kindle Road,100
129,Kanto,Memorial Pillar,100
129,Kanto,Mount Moon Square,100
129,Kanto,One Island,100
129,Kanto,Outcast Island,100
129,Kanto,Pallet Town,100
129,Kanto,Resort Gorgeous,100
129,Kanto,Road 10,100
129,Kanto,Road 11,100
129,Kanto,Road 12,100
129,Kanto,Road 13,100
129,Kanto,Road 17,100
129,Kanto,Road 18,100
129,Kanto,Road 19,100
129,Kanto,Road 20,100
129,Kanto,Road 21,100
129,Kanto,Road 22,100
129,Kanto,Road 23,100
129,Kanto,Road 24,100
129,Kanto,Road 25,100
129,Kanto,Road 26,100
129,Kanto,Road 27,100
129,Kanto,Road 28,100
129,Kanto,Road 4,100
129,Kanto,Road 6,100
129,Kanto,Road 9,100
129,Kanto,Ruin Valley,100
129,Kanto,S.S. Anne,100
129,Kanto,S.S. Anne dock,100
129,Kanto,"Safari Zone (Area 1, east)",100
129,Kanto,"Safari Zone (Area 2, north)",100
129,Kanto,"Safari Zone (Area 3, west)",100
129,Kanto,Safari Zone (middle),100
129,Kanto,Seafoam Islands (B3F),100
129,Kanto,Seafoam Islands (B4F),100
129,Kanto,Tanoby Ruins,100
129,Kanto,Trainer Tower,100
129,Kanto,Treasure Beach,100
129,Kanto,Vermilion City,100
129,Kanto,Viridian City,100
129,Kanto,Water Labyrinth,100
129,Kanto,Water Path,100
129,Sinnoh,Canalave City,100
129,Sinnoh,Celestic Town,100
129,Sinnoh,Eterna City,100
129,Sinnoh,Fuego Ironworks,100
129,Sinnoh,Great Marsh Area 1,100
129,Sinnoh,Great Marsh Area 2,100
129,Sinnoh,Great Marsh Area 3,100
129,Sinnoh,Great Marsh Area 4,100
129,Sinnoh,Great Marsh Area 5,100
129,Sinnoh,Great Marsh Area 6,100
129,Sinnoh,Iron Island area,100
129,Sinnoh,Lake Acuity,100
129,Sinnoh,Lake Valor,100
129,Sinnoh,Lake Verity (after Galactic intervention),100
129,Sinnoh,Lake Verity (before Galactic intervention),100
129,Sinnoh,Mount Coronet (1F Road 207),100
129,Sinnoh,Mount Coronet (4F),100
129,Sinnoh,Mount Coronet (B1F),100
129,Sinnoh,Oreburgh Gate (B1F),100
129,Sinnoh,Pastoria City,100
129,Sinnoh,Ravaged Path,100
129,Sinnoh,Resort Area,100
129,Sinnoh,Road 203,100
129,Sinnoh,"Road 204 (north, towards Floaroma Town)",100
129,Sinnoh,"Road 204 (south, towards Jubilife City)",100
129,Sinnoh,"Road 205 (east, towards Eterna City)",100
129,Sinnoh,"Road 205 (south, towards Floaroma Town)",100
129,Sinnoh,Road 208,100
129,Sinnoh,Road 209,100
129,Sinnoh,"Road 210 (west, towards Celestic Town)",100
129,Sinnoh,"Road 212 (east, towards Pastoria City)",100
129,Sinnoh,"Road 212 (north, towards Hearthome City)",100
129,Sinnoh,Road 213,100
129,Sinnoh,Road 214,100
129,Sinnoh,Road 218,100
129,Sinnoh,Road 219,100
129,Sinnoh,Road 220,100
129,Sinnoh,Road 221,100
129,Sinnoh,Road 222,100
129,Sinnoh,Road 223,100
129,Sinnoh,Road 224,100
129,Sinnoh,Road 225,100
129,Sinnoh,Road 226,100
129,Sinnoh,Road 227,100
129,Sinnoh,Road 228,100
129,Sinnoh,Road 229,100
129,Sinnoh,Road 230,100
129,Sinnoh,Sendoff Spring,100
129,Sinnoh,Sinnoh League,100
129,Sinnoh,Sunyshore City,100
129,Sinnoh,Twinleaf Town,100
129,Sinnoh,Valley Windworks,100
129,Sinnoh,Victory Road (B1F),100
129,Sinnoh,Victory Road (inside B1F),100
129,Unova,Nature Sanctuary,100
130,Alola,Akala Outskirts Area,30
130,Alola,Alola Route 13 Area,15
130,Alola,Alola Route 14 Area,30
130,Alola,Alola Route 15 Main,30
130,Alola,Alola Route 7 Area,30
130,Alola,Alola Route 8 Main,30
130,Alola,Alola Route 9 Main,15
130,Alola,Ancient Poni Path Area,30
130,Alola,Brooklet Hill North,30
130,Alola,Brooklet Hill South,30
130,Alola,Brooklet Hill Totems Den,30
130,Alola,Hauoli City Beachfront,30
130,Alola,Kalae Bay Area,30
130,Alola,Malie Garden Area,70
130,Alola,Melemele Sea Area,30
130,Alola,Paniola Town Area,30
130,Alola,Poni Breaker Coast Area,30
130,Alola,Poni Gauntlet Area,30
130,Alola,Poni Meadow Area,30
130,Alola,Poni Wilds Area,30
130,Alola,Seafolk Village Main,30
130,Alola,Seaward Cave Area,30
130,Alola,Secluded Shore Area,15
130,Alola,Tapu Village Area,30
130,Alola,Vast Poni Canyon Northwest,30
130,Hoenn,Sootopolis City,20
130,Johto,Lake of Rage,100
130,Johto,Mount Silver (1F),90
130,Johto,Safari Zone Marshland,20
130,Kalos,Friend Safari (Water),33
130,Kalos,Parfum Palace,60
130,Kalos,Road 22,60
130,Kalos,Road 3,60
130,Kanto,Berry Forest,15
130,Kanto,Bond Bridge,15
130,Kanto,Cape Brink,15
130,Kanto,Cerulean Cave (1F),30
130,Kanto,Cerulean Cave (2F),30
130,Kanto,Cerulean Cave (B1F),30
130,Kanto,Cerulean City,15
130,Kanto,Cinnabar Island,15
130,Kanto,Five Island,15
130,Kanto,Five Isle Meadow,15
130,Kanto,Four Island,15
130,Kanto,Fuchsia City,40
130,Kanto,Green Path,15
130,Kanto,Icefall Cave (entrance),15
130,Kanto,Icefall Cave (waterfall),15
130,Kanto,Kindle Road,15
130,Kanto,Memorial Pillar,15
130,Kanto,One Island,15
130,Kanto,Outcast Island,15
130,Kanto,Pallet Town,15
130,Kanto,Resort Gorgeous,15
130,Kanto,Road 10,15
130,Kanto,Road 11,15
130,Kanto,Road 12,15
130,Kanto,Road 13,15
130,Kanto,Road 19,15
130,Kanto,Road 20,100
130,Kanto,Road 21,15
130,Kanto,Road 22,15
130,Kanto,Road 23,15
130,Kanto,Road 24,15
130,Kanto,Road 25,15
130,Kanto,Road 4,15
130,Kanto,Road 6,15
130,Kanto,Ruin Valley,15
130,Kanto,S.S. Anne,15
130,Kanto,Seafoam Islands (B3F),16
130,Kanto,Seafoam Islands (B4F),40
130,Kanto,Tanoby Ruins,15
130,Kanto,Trainer Tower,15
130,Kanto,Treasure Beach,15
130,Kanto,Vermilion City,15
130,Kanto,Viridian City,15
130,Kanto,Water Labyrinth,15
130,Kanto,Water Path,15
130,Sinnoh,Canalave City,40
130,Sinnoh,Celestic Town,40
130,Sinnoh,Eterna City,55
130,Sinnoh,Fuego Ironworks,40
130,Sinnoh,Great Marsh Area 1,40
130,Sinnoh,Great Marsh Area 2,40
130,Sinnoh,Great Marsh Area 3,40
130,Sinnoh,Great Marsh Area 4,40
130,Sinnoh,Great Marsh Area 5,40
130,Sinnoh,Great Marsh Area 6,40
130,Sinnoh,Iron Island area,40
130,Sinnoh,Lake Acuity,55
130,Sinnoh,Lake Valor,55
130,Sinnoh,Lake Verity (after Galactic intervention),55
130,Sinnoh,Lake Verity (before Galactic intervention),55
130,Sinnoh,Mount Coronet (1F Road 207),55
130,Sinnoh,Mount Coronet (4F),55
130,Sinnoh,Mount Coronet (B1F),55
130,Sinnoh,Oreburgh Gate (B1F),55
130,Sinnoh,Pastoria City,55
130,Sinnoh,Ravaged Path,55
130,Sinnoh,Resort Area,55
130,Sinnoh,Road 203,55
130,Sinnoh,"Road 204 (north, towards Floaroma Town)",55
130,Sinnoh,"Road 204 (south, towards Jubilife City)",55
130,Sinnoh,"Road 205 (east, towards Eterna City)",55
130,Sinnoh,"Road 205 (south, towards Floaroma Town)",40
130,Sinnoh,Road 208,55
130,Sinnoh,Road 209,55
130,Sinnoh,"Road 210 (west, towards Celestic Town)",55
130,Sinnoh,"Road 212 (east, towards Pastoria City)",55
130,Sinnoh,"Road 212 (north, towards Hearthome City)",55
130,Sinnoh,Road 213,55
130,Sinnoh,Road 214,55
130,Sinnoh,Road 218,55
130,Sinnoh,Road 219,55
130,Sinnoh,Road 220,40
130,Sinnoh,Road 221,55
130,Sinnoh,Road 222,55
130,Sinnoh,Road 223,40
130,Sinnoh,Road 224,40
130,Sinnoh,Road 225,55
130,Sinnoh,Road 226,40
130,Sinnoh,Road 227,55
130,Sinnoh,Road 228,55
130,Sinnoh,Road 229,100
130,Sinnoh,Road 230,40
130,Sinnoh,Sendoff Spring,55
130,Sinnoh,Sinnoh League,40
130,Sinnoh,Sunyshore City,40
130,Sinnoh,Twinleaf Town,55
130,Sinnoh,Valley Windworks,40
130,Sinnoh,Victory Road (B1F),100
130,Sinnoh,Victory Road (inside B1F),100
130,Unova,Nature Sanctuary,20
131,Alola,Ancient Poni Path Area,5
131,Alola,Poni Breaker Coast Area,5
131,Alola,Poni Wilds Area,5
131,Johto,Safari Zone Rocky Beach,20
131,Johto,Union Cave (B2F),100
131,Kalos,Azure Bay,1
131,Kalos,Friend Safari (Ice),33
131,Kalos,Road 12,100
131,Kanto,Icefall Cave (waterfall),1
131,Sinnoh,Victory Road (inside B1F),10
131,Unova,Village Bridge,5
132,Alola,Alola Route 9 Main,30
132,Alola,Alola Route 9 Police Station,100
132,Alola,Konikoni City Area,100
132,Alola,Mount Hokulani East,10
132,Alola,Mount Hokulani Main,10
132,Alola,Mount Hokulani West,10
132,Hoenn,Desert Underpass,50
132,Hoenn,Mirage Cave (North of Route 132),40
132,Hoenn,Mirage Island (Route 132),40
132,Johto,Road 34,15
132,Johto,Road 35,27
132,Johto,Road 47,81
132,Johto,Safari Zone Wetland,20
132,Kalos,Friend Safari (Normal),33
132,Kalos,Pokemon Village,30
132,Kanto,Cerulean Cave (1F),100
132,Kanto,Cerulean Cave (2F),100
132,Kanto,Cerulean Cave (B1F),100
132,Kanto,Pokemon Mansion (1F),100
132,Kanto,Pokemon Mansion (2F),100
132,Kanto,Pokemon Mansion (3F),100
132,Kanto,Pokemon Mansion (B1F),100
132,Kanto,Road 13,5
132,Kanto,Road 14,15
132,Kanto,Road 15,20
132,Kanto,Road 23,35
132,Sinnoh,Road 218,22
132,Unova,Giant Chasm (Hidden Grotto),5
132,Unova,Giant Chasm (forest cave),30
132,Unova,Giant Chasm (forest),30
133,Alola,Alola Route 4 Area,5
133,Alola,Alola Route 6 North,5
133,Alola,Alola Route 6 South,5
133,Kalos,Friend Safari (Normal),33
133,Kalos,Road 10,25
133,Kanto,Road 17,100
133,Unova,Castelia City,100
137,Hoenn,Mirage Island (East of Shoal Cave),40
137,Hoenn,Mirage Mountain (South East of Route 129),10
143,Alola,Alola Route 1 South,15
143,Kalos,Road 7,100
144,Alola,Ultra Space Wilds Cliff,100
144,Alola,Ultra Space Wilds Cliff World,15
144,Kalos,Roaming Kalos,100
144,Kalos,Sea Spirits Den Area,100
144,Kanto,Seafoam Islands (B4F),100
144,Sinnoh,Roaming Sinnoh,50
145,Alola,Ultra Space Wilds Cliff,100
145,Alola,Ultra Space Wilds Cliff World,15
145,Kalos,Roaming Kalos,100
145,Kalos,Sea Spirits Den Area,100
145,Kanto,Power Plant,100
145,Kanto,Road 10,100
145,Sinnoh,Roaming Sinnoh,50
146,Alola,Ultra Space Wilds Cliff,100
146,Alola,Ultra Space Wilds Cliff World,15
146,Johto,Mount Silver (top),100
146,Kalos,Roaming Kalos,100
146,Kalos,Sea Spirits Den Area,100
146,Kanto,Mount Ember Summit,100
146,Kanto,Victory Road 1 (2F),100
146,Kanto,Victory Road 2 (2F),100
146,Sinnoh,Roaming Sinnoh,50
147,Alola,Poni Gauntlet Area,11
147,Alola,Poni Meadow Area,11
147,Alola,Vast Poni Canyon Northwest,11
147,Johto,Dragon's Den,100
147,Johto,Road 45,40
147,Johto,Safari Zone Swamp,20
147,Kalos,Road 21,5
147,Kanto,Road 10,100
147,Kanto,"Safari Zone (Area 1, east)",25
147,Kanto,"Safari Zone (Area 2, north)",25
147,Kanto,"Safari Zone (Area 3, west)",25
147,Kanto,Safari Zone (middle),25
147,Sinnoh,Mount Coronet (4F),40
147,Unova,Dragonspiral Tower (outside),100
148,Alola,Poni Gauntlet Area,30
148,Alola,Poni Meadow Area,30
148,Alola,Vast Poni Canyon Northwest,30
148,Johto,Dragon's Den,10
148,Johto,Road 45,10
148,Kalos,Friend Safari (Dragon),33
148,Kalos,Road 21,5
148,Kanto,Road 10,100
148,Kanto,"Safari Zone (Area 1, east)",1
148,Kanto,"Safari Zone (Area 2, north)",1
148,Kanto,"Safari Zone (Area 3, west)",1
148,Kanto,Safari Zone (middle),10
148,Sinnoh,Mount Coronet (4F),5
148,Unova,Dragonspiral Tower (outside),24
149,Alola,Poni Gauntlet Area,30
149,Unova,Dragonspiral Tower (outside),1
149,Unova,Unova Route 18 (Hidden Grotto),5
150,Alola,Ultra Space Wilds Crag,100
150,Alola,Ultra Space Wilds Rocky World,15
150,Kalos,Unknown Dungeon Area,100
150,Kanto,Cerulean Cave (B1F),100
151,Hoenn,Faraway Island,100
161,Johto,Road 29,80
161,Johto,Road 43,60
161,Johto,Safari Zone Swamp,90
161,Johto,Safari Zone Wetland,60
161,Kalos,Road 6,20
161,Kanto,Canyon Entrance,30
161,Kanto,Five Isle Meadow,30
161,Kanto,Road 1,40
161,Kanto,Water Path,30
161,Sinnoh,Road 202,22
162,Johto,Road 43,30
162,Kanto,Road 1,10
163,Alola,Lush Jungle North,20
163,Alola,Lush Jungle South,20
163,Alola,Lush Jungle West,20
163,Hoenn,Safari Zone (expansion north),5
163,Hoenn,Safari Zone (expansion south),5
163,Johto,Ilex Forest,100
163,Johto,Lake of Rage,100
163,Johto,National Park,100
163,Johto,Road 29,100
163,Johto,Road 30,100
163,Johto,Road 31,100
163,Johto,Road 32,100
163,Johto,Road 34,100
163,Johto,Road 35,100
163,Johto,Road 36,100
163,Johto,Road 37,100
163,Johto,Road 38,100
163,Johto,Road 39,100
163,Johto,Road 43,100
163,Kalos,Friend Safari (Flying),33
163,Kanto,Road 1,45
163,Kanto,"Road 2 (north, towards Pewter City)",60
163,Kanto,"Road 2 (south, towards Viridian City)",80
163,Kanto,Road 25,30
163,Kanto,Road 26,100
163,Kanto,Road 27,100
163,Kanto,Road 5,30
163,Kanto,Viridian Forest,80
163,Sinnoh,Eterna Forest,10
163,Sinnoh,Great Marsh Area 1,10
163,Sinnoh,Great Marsh Area 2,10
163,Sinnoh,Great Marsh Area 3,20
163,Sinnoh,Great Marsh Area 4,20
163,Sinnoh,Great Marsh Area 5,20
163,Sinnoh,Great Marsh Area 6,20
163,Sinnoh,"Road 205 (east, towards Eterna City)",10
163,Sinnoh,"Road 210 (south, towards Solaceon Town)",10
163,Sinnoh,"Road 210 (west, towards Celestic Town)",10
163,Sinnoh,"Road 211 (west, towards Eterna City)",10
164,Alola,Lush Jungle North,15
164,Alola,Lush Jungle South,15
164,Alola,Lush Jungle West,15
164,Johto,Ilex Forest,20
164,Johto,Road 37,10
164,Johto,Road 38,10
164,Johto,Road 39,10
164,Johto,Road 43,20
164,Johto,Road 47,20
164,Kalos,Pokemon Village,40
164,Kalos,Road 20,40
164,Kanto,Road 11,10
164,Kanto,Road 13,20
164,Kanto,Road 14,20
164,Kanto,Road 15,20
164,Kanto,"Road 2 (north, towards Pewter City)",14
164,Kanto,"Road 2 (south, towards Viridian City)",15
164,Kanto,Road 25,15
164,Kanto,Road 26,50
164,Kanto,Road 27,40
164,Kanto,Road 5,20
164,Kanto,Road 8,40
164,Kanto,Viridian Forest,15
164,Sinnoh,Acuity Lakefront,10
164,Sinnoh,Great Marsh Area 1,20
164,Sinnoh,Great Marsh Area 2,20
164,Sinnoh,Great Marsh Area 3,10
164,Sinnoh,Great Marsh Area 4,10
164,Sinnoh,Lake Acuity,20
164,Sinnoh,Lake Valor,20
164,Sinnoh,Mount Coronet (exterior blizzard),10
164,Sinnoh,Mount Coronet (exterior snowfall),10
164,Sinnoh,"Road 210 (south, towards Solaceon Town)",10
164,Sinnoh,"Road 210 (west, towards Celestic Town)",10
164,Sinnoh,"Road 211 (east, towards Celestic Town)",10
164,Sinnoh,Road 216,10
164,Sinnoh,Road 217,10
164,Sinnoh,Sendoff Spring,20
164,Unova,Abundant Shrine,30
164,Unova,Nature Sanctuary,20
165,Alola,Alola Route 1 East,20
165,Alola,Alola Route 1 South,10
165,Alola,Alola Route 1 West,15
165,Hoenn,Safari Zone (expansion north),10
165,Johto,National Park,20
165,Johto,Road 29,30
165,Johto,Road 30,60
165,Johto,Road 31,60
165,Johto,Road 34,30
165,Johto,Road 35,30
165,Johto,Road 36,60
165,Johto,Road 37,40
165,Johto,Road 38,30
165,Johto,Road 39,30
165,Kalos,Friend Safari (Bug),33
165,Kalos,Road 4,40
165,Kanto,Pattern Bush,30
165,Kanto,"Road 2 (north, towards Pewter City)",34
