Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
259,0.7,28.0,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/259.gif,45,70,1,Mud Fish Pokémon,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",Blue,Upright,Waters Edge,Monster,Water1,Medium Slow
260,1.5,81.9,241,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/260.gif,45,70,1,Mud Fish Pokémon,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",Blue,Upright,Waters Edge,Monster,Water1,Medium Slow
261,0.5,13.6,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/261.gif,255,70,4,Bite Pokémon,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,Gray,Quadruped,Grassland,Ground,,Medium
262,1.0,37.0,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/262.gif,127,70,4,Bite Pokémon,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,Gray,Quadruped,Grassland,Ground,,Medium
263,0.4,17.5,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/263.gif,255,70,4,Tiny Raccoon Pokémon,"Zigzagoon that adapted to regions outside Galar acquired this appearance. If you’ve lost something, this Pokémon can likely find it.",Brown,Quadruped,Grassland,Ground,,Medium
264,0.5,32.5,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/264.gif,90,70,4,Rushing Pokémon,It uses its explosive speed and razor-sharp claws to bring down prey. Running along winding paths is not its strong suit.,White,Quadruped,Grassland,Ground,,Medium
265,0.3,3.6,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/265.gif,255,70,4,Worm Pokémon,Likes sap and is abundant in the wild. Why it evolves into various different forms is unknown. One cannot tell from a Wurmple's appearance which form it will take when it evolves.,Red,Armor,Forest,Bug,,Medium
266,0.6,10.0,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/266.gif,120,70,4,Cocoon Pokémon,"Wraps itself in thin strings of silk while it stores energy for evolution. It can't extend its limbs and its movement is slow, but its eyes keep a sharp lookout—Silcoon is always on guard.",White,Ball,Forest,Bug,,Medium
267,1.0,28.4,178,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/267.gif,45,70,4,Butterfly Pokémon,"A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.",Yellow,Bug Wings,Forest,Bug,,Medium
268,0.7,11.5,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/268.gif,120,70,4,Cocoon Pokémon,"The silk coating its body is thin but sufficiently strong. Cascoon's silk has a luster and texture superior to that of Silcoon's, and clothes made using Cascoon silk are regarded as top-notch.",Purple,Ball,Forest,Bug,,Medium
269,1.2,31.6,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/269.gif,45,70,4,Poison Moth Pokémon,Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales.,Green,Bug Wings,Forest,Bug,,Medium
270,0.5,2.6,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/270.gif,255,70,4,Water Weed Pokémon,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.,Green,Armor,Waters Edge,Water1,Plant,Medium Slow
271,1.2,32.5,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/271.gif,120,70,4,Jolly Pokémon,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,Green,Humanoid,Waters Edge,Water1,Plant,Medium Slow
272,1.5,55.0,216,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/272.gif,45,70,4,Carefree Pokémon,"If it hears festive music, it begins moving in rhythm in order to amplify its power.",Green,Humanoid,Waters Edge,Water1,Plant,Medium Slow
273,0.5,4.0,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/273.gif,255,70,4,Acorn Pokémon,It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.,Brown,Legs,Forest,Ground,Plant,Medium Slow
274,1.0,28.0,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/274.gif,120,70,4,Wily Pokémon,They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.,Brown,Humanoid,Forest,Ground,Plant,Medium Slow
275,1.3,59.6,216,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/275.gif,45,70,4,Wicked Pokémon,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,Brown,Humanoid,Forest,Ground,Plant,Medium Slow
276,0.3,2.3,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/276.gif,200,70,4,Tiny Swallow Pokémon,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",Blue,Wings,Grassland,Flying,,Medium Slow
277,0.7,19.8,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/277.gif,45,70,4,Swallow Pokémon,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",Blue,Wings,Grassland,Flying,,Medium Slow
278,0.6,9.5,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/278.gif,190,70,4,Seagull Pokémon,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.,White,Wings,Sea,Water1,Flying,Medium
279,1.2,28.0,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/279.gif,45,70,4,Water Bird Pokémon,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it.",Yellow,Wings,Sea,Water1,Flying,Medium
280,0.4,6.6,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/280.gif,235,35,4,Feeling Pokémon,"Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research.",White,Humanoid,Urban,Humanshape,Indeterminate,Slow
281,0.8,20.2,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/281.gif,120,35,4,Emotion Pokémon,"It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities.",White,Humanoid,Urban,Humanshape,Indeterminate,Slow
282,1.6,48.4,233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/282.gif,45,35,4,Embrace Pokémon,"It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life.",White,Humanoid,Urban,Humanshape,Indeterminate,Slow
283,0.5,1.7,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/283.gif,200,70,4,Pond Skater Pokémon,"It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar.",Blue,Armor,Waters Edge,Water1,Bug,Medium
284,0.8,3.6,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/284.gif,75,70,4,Eyeball Pokémon,"Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows.",Blue,Bug Wings,Waters Edge,Water1,Bug,Medium
285,0.4,4.5,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/285.gif,255,70,4,Mushroom Pokémon,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",Brown,Legs,Forest,Fairy,Plant,Fast Then Very Slow
286,1.2,39.2,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/286.gif,90,70,4,Mushroom Pokémon,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,Green,Upright,Forest,Fairy,Plant,Fast Then Very Slow
287,0.8,24.0,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/287.gif,255,70,4,Slacker Pokémon,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",Brown,Quadruped,Forest,Ground,,Slow
288,1.4,46.5,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/288.gif,120,70,4,Wild Monkey Pokémon,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",White,Upright,Forest,Ground,,Slow
289,2.0,130.5,252,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/289.gif,45,70,4,Lazy Pokémon,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",Brown,Humanoid,Forest,Ground,,Slow
290,0.5,5.5,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/290.gif,255,70,4,Trainee Pokémon,It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.,Gray,Armor,Forest,Bug,,Slow Then Very Fast
291,0.8,12.0,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/291.gif,120,70,4,Ninja Pokémon,"This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap.",Yellow,Bug Wings,Forest,Bug,,Slow Then Very Fast
292,0.8,1.2,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/292.gif,45,70,-1,Shed Pokémon,"A strange Pokémon—it flies without moving its wings, has a hollow shell for a body, and does not breathe.",Brown,Blob,Forest,Mineral,,Slow Then Very Fast
293,0.6,16.3,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/293.gif,190,70,4,Whisper Pokémon,"When Whismur cries, the sound of its own voice startles it, making the Pokémon cry even louder. It cries until it’s exhausted, then it falls asleep.",Pink,Upright,Cave,Monster,Ground,Medium Slow
